,time,Data,airtime,coding_rate,data_rate,frequency,gateway,rssi,sensor,snr
3953,2019-09-20 01:44:24.470324992+00:00,6913,164864000,4/5,SF9BW125,868.1,eui-0002fcc23d0b760a,-107,mdot-two,8.2
3954,2019-09-20 01:44:24.470324992+00:00,6913,164864000,4/5,SF9BW125,868.1,eui-7276ff00080e0675,-122,mdot-two,1.2
3955,2019-09-20 01:44:38.962254080+00:00,896,92672000,4/5,SF8BW125,868.5,eui-7276ff00080e0675,-102,mdot-03,8.2
3956,2019-09-20 01:44:38.962254080+00:00,896,92672000,4/5,SF8BW125,868.5,eui-0002fcc23d0b760a,-109,mdot-03,4.2
3957,2019-09-20 01:45:26.719245824+00:00,7041,92672000,4/5,SF8BW125,868.5,eui-0002fcc23d0b760a,-103,mdot-two,7.0
3958,2019-09-20 01:45:26.719245824+00:00,7041,92672000,4/5,SF8BW125,868.5,eui-7276ff00080e0675,-118,mdot-two,1.8
3959,2019-09-20 01:45:41.078615040+00:00,896,46336000,4/5,SF7BW125,868.5,eui-7276ff00080e0675,-100,mdot-03,7.2
3960,2019-09-20 01:45:41.078615040+00:00,896,46336000,4/5,SF7BW125,868.5,eui-0002fcc23d0b760a,-110,mdot-03,3.0
3961,2019-09-20 01:46:28.931848960+00:00,6913,51456000,4/5,SF7BW125,868.1,eui-0002fcc23d0b760a,-105,mdot-two,7.2
3962,2019-09-20 01:46:28.931848960+00:00,6913,51456000,4/5,SF7BW125,868.1,eui-7276ff00080e0675,-117,mdot-two,4.8
3963,2019-09-20 01:46:52.719718912+00:00,2144,1155072000,4/5,SF12BW125,868.1,eui-0002fcc23d0b760a,-103,mdot-one,6.5
3964,2019-09-20 01:46:52.719718912+00:00,2144,1155072000,4/5,SF12BW125,868.1,eui-7276ff00080e0675,-106,mdot-one,5.8
3965,2019-09-20 01:52:39.890422016+00:00,6913,92672000,4/5,SF8BW125,868.1,eui-7276ff00080e0675,-117,mdot-two,4.8
3966,2019-09-20 01:52:39.890422016+00:00,6913,92672000,4/5,SF8BW125,868.1,eui-0002fcc23d0b760a,-105,mdot-two,8.8
3967,2019-09-20 01:54:05.068485888+00:00,2208,1155072000,4/5,SF12BW125,868.3,eui-0002fcc23d0b760a,-111,mdot-one,4.2
3968,2019-09-20 01:54:05.068485888+00:00,2208,1155072000,4/5,SF12BW125,868.3,eui-7276ff00080e0675,-100,mdot-one,5.5
3969,2019-09-20 01:54:56.710230016+00:00,880,1155072000,4/5,SF12BW125,868.5,eui-7276ff00080e0675,-106,mdot-03,4.5
3970,2019-09-20 01:54:56.710230016+00:00,880,1155072000,4/5,SF12BW125,868.5,eui-0002fcc23d0b760a,-111,mdot-03,3.5
3971,2019-09-20 01:58:01.353532928+00:00,896,164864000,4/5,SF9BW125,868.3,eui-7276ff00080e0675,-102,mdot-03,11.5
3972,2019-09-20 01:58:01.353532928+00:00,896,164864000,4/5,SF9BW125,868.3,eui-0002fcc23d0b760a,-111,mdot-03,6.5
3973,2019-09-20 01:58:12.012154112+00:00,2160,92672000,4/5,SF8BW125,868.1,eui-7276ff00080e0675,-96,mdot-one,11.2
3974,2019-09-20 01:58:12.012154112+00:00,2160,92672000,4/5,SF8BW125,868.1,eui-0002fcc23d0b760a,-93,mdot-one,10.8
3975,2019-09-20 01:58:48.293590016+00:00,7057,164864000,4/5,SF9BW125,868.5,eui-7276ff00080e0675,-118,mdot-two,3.2
3976,2019-09-20 01:58:48.293590016+00:00,7057,164864000,4/5,SF9BW125,868.5,eui-0002fcc23d0b760a,-104,mdot-two,6.5
3977,2019-09-20 01:59:03.521310208+00:00,896,92672000,4/5,SF8BW125,868.1,eui-7276ff00080e0675,-102,mdot-03,10.8
3978,2019-09-20 01:59:03.521310208+00:00,896,92672000,4/5,SF8BW125,868.1,eui-0002fcc23d0b760a,-108,mdot-03,5.5
3979,2019-09-20 01:59:14.129545984+00:00,2400,46336000,4/5,SF7BW125,868.5,eui-0002fcc23d0b760a,-91,mdot-one,6.8
3980,2019-09-20 01:59:14.129545984+00:00,2400,46336000,4/5,SF7BW125,868.5,eui-7276ff00080e0675,-93,mdot-one,6.8
3981,2019-09-20 01:59:50.553416960+00:00,7041,92672000,4/5,SF8BW125,868.1,eui-7276ff00080e0675,-118,mdot-two,3.0
3982,2019-09-20 01:59:50.553416960+00:00,7041,92672000,4/5,SF8BW125,868.1,eui-0002fcc23d0b760a,-106,mdot-two,9.0
3983,2019-09-20 02:00:05.634768896+00:00,880,46336000,4/5,SF7BW125,868.3,eui-0002fcc23d0b760a,-109,mdot-03,4.5
3984,2019-09-20 02:00:05.634768896+00:00,880,46336000,4/5,SF7BW125,868.3,eui-7276ff00080e0675,-100,mdot-03,9.0
3985,2019-09-20 02:11:23.807158016+00:00,896,329728000,4/5,SF10BW125,868.5,eui-0002fcc23d0b760a,-108,mdot-03,3.5
3986,2019-09-20 02:11:23.807158016+00:00,896,329728000,4/5,SF10BW125,868.5,eui-7276ff00080e0675,-98,mdot-03,7.2
3987,2019-09-20 02:11:34.544465152+00:00,2160,164864000,4/5,SF9BW125,868.3,eui-0002fcc23d0b760a,-94,mdot-one,9.5
3988,2019-09-20 02:11:34.544465152+00:00,2160,164864000,4/5,SF9BW125,868.3,eui-7276ff00080e0675,-94,mdot-one,11.2
3989,2019-09-20 02:12:26.029604864+00:00,880,164864000,4/5,SF9BW125,868.3,eui-0002fcc23d0b760a,-112,mdot-03,3.5
3990,2019-09-20 02:12:26.029604864+00:00,880,164864000,4/5,SF9BW125,868.3,eui-7276ff00080e0675,-100,mdot-03,9.8
3991,2019-09-20 02:12:36.709165056+00:00,2160,92672000,4/5,SF8BW125,868.1,eui-0002fcc23d0b760a,-91,mdot-one,9.0
3992,2019-09-20 02:12:36.709165056+00:00,2160,92672000,4/5,SF8BW125,868.1,eui-7276ff00080e0675,-96,mdot-one,10.8
3993,2019-09-20 02:13:12.813846016+00:00,6865,164864000,4/5,SF9BW125,868.1,eui-0002fcc23d0b760a,-104,mdot-two,8.0
3994,2019-09-20 02:13:12.813846016+00:00,6865,164864000,4/5,SF9BW125,868.1,eui-7276ff00080e0675,-118,mdot-two,4.0
3995,2019-09-20 02:13:28.191611136+00:00,896,92672000,4/5,SF8BW125,868.3,eui-0002fcc23d0b760a,-109,mdot-03,5.0
3996,2019-09-20 02:13:28.191611136+00:00,896,92672000,4/5,SF8BW125,868.3,eui-7276ff00080e0675,-99,mdot-03,9.5
3997,2019-09-20 02:13:38.827394048+00:00,2128,46336000,4/5,SF7BW125,868.3,eui-7276ff00080e0675,-92,mdot-one,8.0
3998,2019-09-20 02:13:38.827394048+00:00,2128,46336000,4/5,SF7BW125,868.3,eui-0002fcc23d0b760a,-91,mdot-one,9.0
3999,2019-09-20 02:14:15.068995840+00:00,6849,92672000,4/5,SF8BW125,868.1,eui-0002fcc23d0b760a,-103,mdot-two,7.8
4000,2019-09-20 02:14:15.068995840+00:00,6849,92672000,4/5,SF8BW125,868.1,eui-7276ff00080e0675,-117,mdot-two,3.8
4001,2019-09-20 02:14:30.306267904+00:00,896,46336000,4/5,SF7BW125,868.5,eui-7276ff00080e0675,-100,mdot-03,6.2
4002,2019-09-20 02:14:30.306267904+00:00,896,46336000,4/5,SF7BW125,868.5,eui-0002fcc23d0b760a,-107,mdot-03,3.8
4003,2019-09-20 02:15:17.281709056+00:00,7025,51456000,4/5,SF7BW125,868.5,eui-7276ff00080e0675,-117,mdot-two,1.2
4004,2019-09-20 02:15:17.281709056+00:00,7025,51456000,4/5,SF7BW125,868.5,eui-0002fcc23d0b760a,-104,mdot-two,6.5
4005,2019-09-20 02:15:42.128081152+00:00,2144,1155072000,4/5,SF12BW125,868.3,eui-7276ff00080e0675,-89,mdot-one,6.5
4006,2019-09-20 02:15:42.128081152+00:00,2144,1155072000,4/5,SF12BW125,868.3,eui-0002fcc23d0b760a,-84,mdot-one,4.5
4007,2019-09-20 02:16:33.602504960+00:00,896,1155072000,4/5,SF12BW125,868.3,eui-7276ff00080e0675,-99,mdot-03,5.0
4008,2019-09-20 02:16:33.602504960+00:00,896,1155072000,4/5,SF12BW125,868.3,eui-0002fcc23d0b760a,-113,mdot-03,3.0
4009,2019-09-20 02:17:19.939476992+00:00,6849,1155072000,4/5,SF12BW125,868.3,eui-0002fcc23d0b760a,-101,mdot-two,4.2
4010,2019-09-20 02:17:19.939476992+00:00,6849,1155072000,4/5,SF12BW125,868.3,eui-7276ff00080e0675,-115,mdot-two,3.5
4011,2019-09-20 02:17:44.671691776+00:00,2272,329728000,4/5,SF10BW125,868.5,eui-7276ff00080e0675,-91,mdot-one,7.0
4012,2019-09-20 02:18:36.141772032+00:00,896,329728000,4/5,SF10BW125,868.3,eui-0002fcc23d0b760a,-110,mdot-03,3.5
4013,2019-09-20 02:18:36.141772032+00:00,896,329728000,4/5,SF10BW125,868.3,eui-7276ff00080e0675,-102,mdot-03,7.5
4014,2019-09-20 02:18:46.902142976+00:00,3312,164864000,4/5,SF9BW125,868.3,eui-0002fcc23d0b760a,-94,mdot-one,10.5
4015,2019-09-20 02:18:46.902142976+00:00,3312,164864000,4/5,SF9BW125,868.3,eui-7276ff00080e0675,-92,mdot-one,10.2
4016,2019-09-20 02:19:22.917745152+00:00,6849,329728000,4/5,SF10BW125,868.5,eui-0002fcc23d0b760a,-101,mdot-two,5.0
4017,2019-09-20 02:19:22.917745152+00:00,6849,329728000,4/5,SF10BW125,868.5,eui-7276ff00080e0675,-117,mdot-two,3.0
4018,2019-09-20 02:19:38.370880+00:00,896,164864000,4/5,SF9BW125,868.1,eui-0002fcc23d0b760a,-112,mdot-03,5.8
4019,2019-09-20 02:19:38.370880+00:00,896,164864000,4/5,SF9BW125,868.1,eui-7276ff00080e0675,-105,mdot-03,10.2
4020,2019-09-20 02:19:49.061018112+00:00,2160,92672000,4/5,SF8BW125,868.1,eui-0002fcc23d0b760a,-82,mdot-one,-5.8
4021,2019-09-20 02:20:25.229789952+00:00,6993,164864000,4/5,SF9BW125,868.5,eui-0002fcc23d0b760a,-103,mdot-two,6.5
4022,2019-09-20 02:20:25.229789952+00:00,6993,164864000,4/5,SF9BW125,868.5,eui-7276ff00080e0675,-117,mdot-two,1.2
4023,2019-09-20 02:20:40.528495104+00:00,896,92672000,4/5,SF8BW125,868.3,eui-7276ff00080e0675,-102,mdot-03,11.5
4024,2019-09-20 02:20:40.528495104+00:00,896,92672000,4/5,SF8BW125,868.3,eui-0002fcc23d0b760a,-109,mdot-03,4.8
4025,2019-09-20 02:20:51.179218944+00:00,2160,46336000,4/5,SF7BW125,868.1,eui-7276ff00080e0675,-94,mdot-one,8.8
4026,2019-09-20 02:20:51.179218944+00:00,2160,46336000,4/5,SF7BW125,868.1,eui-0002fcc23d0b760a,-92,mdot-one,8.5
4027,2019-09-20 02:21:27.476955904+00:00,6801,92672000,4/5,SF8BW125,868.5,eui-7276ff00080e0675,-117,mdot-two,-0.2
4028,2019-09-20 02:21:27.476955904+00:00,6801,92672000,4/5,SF8BW125,868.5,eui-0002fcc23d0b760a,-103,mdot-two,7.0
4029,2019-09-20 02:21:42.644018944+00:00,896,46336000,4/5,SF7BW125,868.3,eui-7276ff00080e0675,-102,mdot-03,9.2
4030,2019-09-20 02:21:42.644018944+00:00,896,46336000,4/5,SF7BW125,868.3,eui-0002fcc23d0b760a,-109,mdot-03,3.0
4031,2019-09-20 02:22:29.688957952+00:00,6817,46336000,4/5,SF7BW125,868.5,eui-7276ff00080e0675,-116,mdot-two,1.5
4032,2019-09-20 02:22:29.688957952+00:00,6817,46336000,4/5,SF7BW125,868.5,eui-0002fcc23d0b760a,-104,mdot-two,6.2
4033,2019-09-20 02:22:54.474097920+00:00,2160,1155072000,4/5,SF12BW125,868.3,eui-0002fcc23d0b760a,-88,mdot-one,5.5
4034,2019-09-20 02:22:54.474097920+00:00,2160,1155072000,4/5,SF12BW125,868.3,eui-7276ff00080e0675,-91,mdot-one,6.8
4035,2019-09-20 02:23:45.944299008+00:00,896,1155072000,4/5,SF12BW125,868.5,eui-7276ff00080e0675,-98,mdot-03,5.0
4036,2019-09-20 02:23:45.944299008+00:00,896,1155072000,4/5,SF12BW125,868.5,eui-0002fcc23d0b760a,-105,mdot-03,3.5
4037,2019-09-20 02:24:33.326992896+00:00,6961,1318912000,4/5,SF12BW125,868.1,eui-7276ff00080e0675,-120,mdot-two,3.8
4038,2019-09-20 02:24:56.895287040+00:00,2176,329728000,4/5,SF10BW125,868.5,eui-0002fcc23d0b760a,-87,mdot-one,6.0
4039,2019-09-20 02:24:56.895287040+00:00,2176,329728000,4/5,SF10BW125,868.5,eui-7276ff00080e0675,-89,mdot-one,6.5
4040,2019-09-20 02:25:48.480937984+00:00,896,329728000,4/5,SF10BW125,868.5,eui-0002fcc23d0b760a,-105,mdot-03,4.0
4041,2019-09-20 02:25:48.480937984+00:00,896,329728000,4/5,SF10BW125,868.5,eui-7276ff00080e0675,-99,mdot-03,7.0
4042,2019-09-20 02:25:59.124082176+00:00,2160,164864000,4/5,SF9BW125,868.1,eui-7276ff00080e0675,-99,mdot-one,9.2
4043,2019-09-20 02:25:59.124082176+00:00,2160,164864000,4/5,SF9BW125,868.1,eui-0002fcc23d0b760a,-93,mdot-one,11.2
4044,2019-09-20 02:26:50.716100096+00:00,896,164864000,4/5,SF9BW125,868.1,eui-0002fcc23d0b760a,-111,mdot-03,4.0
4045,2019-09-20 02:26:50.716100096+00:00,896,164864000,4/5,SF9BW125,868.1,eui-7276ff00080e0675,-105,mdot-03,11.0
4046,2019-09-20 02:27:01.286194944+00:00,2144,92672000,4/5,SF8BW125,868.5,eui-7276ff00080e0675,-91,mdot-one,7.5
4047,2019-09-20 02:27:01.286194944+00:00,2144,92672000,4/5,SF8BW125,868.5,eui-0002fcc23d0b760a,-93,mdot-one,8.0
4048,2019-09-20 02:27:36.206778880+00:00,6993,164864000,4/5,SF9BW125,868.1,eui-0002fcc23d0b760a,-106,mdot-two,8.2
4049,2019-09-20 02:27:36.206778880+00:00,6993,164864000,4/5,SF9BW125,868.1,eui-7276ff00080e0675,-117,mdot-two,2.2
4050,2019-09-20 02:27:52.865613056+00:00,896,92672000,4/5,SF8BW125,868.1,eui-0002fcc23d0b760a,-112,mdot-03,2.8
4051,2019-09-20 02:27:52.865613056+00:00,896,92672000,4/5,SF8BW125,868.1,eui-7276ff00080e0675,-102,mdot-03,10.8
4052,2019-09-20 02:28:03.413632+00:00,2144,46336000,4/5,SF7BW125,868.5,eui-0002fcc23d0b760a,-89,mdot-one,6.0
4053,2019-09-20 02:28:03.413632+00:00,2144,46336000,4/5,SF7BW125,868.5,eui-7276ff00080e0675,-92,mdot-one,7.0
4054,2019-09-20 02:28:38.461288960+00:00,6977,92672000,4/5,SF8BW125,868.3,eui-0002fcc23d0b760a,-103,mdot-two,8.5
4055,2019-09-20 02:28:38.461288960+00:00,6977,92672000,4/5,SF8BW125,868.3,eui-7276ff00080e0675,-115,mdot-two,3.0
4056,2019-09-20 02:29:40.669320192+00:00,6785,51456000,4/5,SF7BW125,868.5,eui-0002fcc23d0b760a,-102,mdot-two,6.0
4057,2019-09-20 02:29:40.669320192+00:00,6785,51456000,4/5,SF7BW125,868.5,eui-7276ff00080e0675,-118,mdot-two,2.2
4058,2019-09-20 02:30:06.705714944+00:00,2128,1155072000,4/5,SF12BW125,868.3,eui-0002fcc23d0b760a,-85,mdot-one,4.0
4059,2019-09-20 02:30:58.279504896+00:00,896,1155072000,4/5,SF12BW125,868.1,eui-0002fcc23d0b760a,-112,mdot-03,3.5
4060,2019-09-20 02:31:43.331804928+00:00,6817,1155072000,4/5,SF12BW125,868.3,eui-0002fcc23d0b760a,-100,mdot-two,4.5
4061,2019-09-20 02:32:09.129520896+00:00,2160,329728000,4/5,SF10BW125,868.5,eui-7276ff00080e0675,-94,mdot-one,7.2
4062,2019-09-20 02:32:09.129520896+00:00,2160,329728000,4/5,SF10BW125,868.5,eui-0002fcc23d0b760a,-91,mdot-one,6.2
4063,2019-09-20 02:33:00.694983936+00:00,896,329728000,4/5,SF10BW125,868.1,eui-0002fcc23d0b760a,-109,mdot-03,5.8
4064,2019-09-20 02:33:11.365041920+00:00,2160,164864000,4/5,SF9BW125,868.5,eui-0002fcc23d0b760a,-93,mdot-one,7.8
4065,2019-09-20 02:35:50.499608064+00:00,6929,92672000,4/5,SF8BW125,868.1,eui-7276ff00080e0675,-116,mdot-two,4.0
4066,2019-09-20 02:35:50.499608064+00:00,6929,92672000,4/5,SF8BW125,868.1,eui-0002fcc23d0b760a,-105,mdot-two,8.8
4067,2019-09-20 02:36:07.205097984+00:00,896,46336000,4/5,SF7BW125,868.1,eui-0002fcc23d0b760a,-110,mdot-03,4.0
4068,2019-09-20 02:36:52.708594944+00:00,7009,46336000,4/5,SF7BW125,868.1,eui-0002fcc23d0b760a,-105,mdot-two,6.2
4069,2019-09-20 02:36:52.708594944+00:00,7009,46336000,4/5,SF7BW125,868.1,eui-7276ff00080e0675,-116,mdot-two,3.8
4070,2019-09-20 02:37:18.941945088+00:00,2160,1155072000,4/5,SF12BW125,868.3,eui-0002fcc23d0b760a,-97,mdot-one,4.8
4071,2019-09-20 02:37:18.941945088+00:00,2160,1155072000,4/5,SF12BW125,868.3,eui-7276ff00080e0675,-102,mdot-one,7.2
4072,2019-09-20 02:38:10.504631040+00:00,896,1155072000,4/5,SF12BW125,868.3,eui-7276ff00080e0675,-104,mdot-03,5.0
4073,2019-09-20 02:38:10.504631040+00:00,896,1155072000,4/5,SF12BW125,868.3,eui-0002fcc23d0b760a,-111,mdot-03,3.5
4074,2019-09-20 02:38:56.342809088+00:00,6945,1318912000,4/5,SF12BW125,868.5,eui-7276ff00080e0675,-115,mdot-two,1.8
4075,2019-09-20 02:38:56.342809088+00:00,6945,1318912000,4/5,SF12BW125,868.5,eui-0002fcc23d0b760a,-99,mdot-two,4.5
4076,2019-09-20 02:39:21.478283008+00:00,2144,329728000,4/5,SF10BW125,868.5,eui-0002fcc23d0b760a,-88,mdot-one,5.5
4077,2019-09-20 02:39:21.478283008+00:00,2144,329728000,4/5,SF10BW125,868.5,eui-7276ff00080e0675,-91,mdot-one,7.8
4078,2019-09-20 02:40:13.039357952+00:00,880,329728000,4/5,SF10BW125,868.3,eui-0002fcc23d0b760a,-105,mdot-03,4.2
4079,2019-09-20 02:40:23.710035968+00:00,2160,164864000,4/5,SF9BW125,868.1,eui-7276ff00080e0675,-99,mdot-one,10.2
4080,2019-09-20 02:40:23.710035968+00:00,2160,164864000,4/5,SF9BW125,868.1,eui-0002fcc23d0b760a,-94,mdot-one,11.5
4081,2019-09-20 02:41:15.264344064+00:00,896,164864000,4/5,SF9BW125,868.3,eui-7276ff00080e0675,-104,mdot-03,11.2
4082,2019-09-20 02:41:15.264344064+00:00,896,164864000,4/5,SF9BW125,868.3,eui-0002fcc23d0b760a,-111,mdot-03,4.8
4083,2019-09-20 02:41:25.870686976+00:00,2144,92672000,4/5,SF8BW125,868.5,eui-7276ff00080e0675,-93,mdot-one,8.0
4084,2019-09-20 02:41:25.870686976+00:00,2144,92672000,4/5,SF8BW125,868.5,eui-0002fcc23d0b760a,-91,mdot-one,7.5
4085,2019-09-20 02:43:19.613744896+00:00,896,46336000,4/5,SF7BW125,868.1,eui-7276ff00080e0675,-102,mdot-03,8.5
4086,2019-09-20 02:43:19.613744896+00:00,896,46336000,4/5,SF7BW125,868.1,eui-0002fcc23d0b760a,-113,mdot-03,2.5
4087,2019-09-20 02:44:03.761378048+00:00,6817,51456000,4/5,SF7BW125,868.3,eui-7276ff00080e0675,-116,mdot-two,1.8
4088,2019-09-20 02:44:03.761378048+00:00,6817,51456000,4/5,SF7BW125,868.3,eui-0002fcc23d0b760a,-101,mdot-two,7.5
4089,2019-09-20 02:44:31.287406080+00:00,2272,1155072000,4/5,SF12BW125,868.3,eui-7276ff00080e0675,-105,mdot-one,5.2
4090,2019-09-20 02:44:31.287406080+00:00,2272,1155072000,4/5,SF12BW125,868.3,eui-0002fcc23d0b760a,-98,mdot-one,4.8
4091,2019-09-20 02:45:22.831894016+00:00,896,1155072000,4/5,SF12BW125,868.5,eui-0002fcc23d0b760a,-115,mdot-03,2.2
4092,2019-09-20 02:45:22.831894016+00:00,896,1155072000,4/5,SF12BW125,868.5,eui-7276ff00080e0675,-105,mdot-03,5.2
4093,2019-09-20 02:46:06.420087040+00:00,6897,1155072000,4/5,SF12BW125,868.3,eui-7276ff00080e0675,-115,mdot-two,2.2
4094,2019-09-20 02:46:06.420087040+00:00,6897,1155072000,4/5,SF12BW125,868.3,eui-0002fcc23d0b760a,-100,mdot-two,4.2
4095,2019-09-20 02:46:33.834039040+00:00,2272,329728000,4/5,SF10BW125,868.5,eui-0002fcc23d0b760a,-93,mdot-one,5.5
4096,2019-09-20 02:46:33.834039040+00:00,2272,329728000,4/5,SF10BW125,868.5,eui-7276ff00080e0675,-92,mdot-one,6.8
4097,2019-09-20 02:47:25.375490048+00:00,896,329728000,4/5,SF10BW125,868.1,eui-0002fcc23d0b760a,-110,mdot-03,5.0
4098,2019-09-20 02:47:25.375490048+00:00,896,329728000,4/5,SF10BW125,868.1,eui-7276ff00080e0675,-101,mdot-03,8.5
4099,2019-09-20 02:47:36.059674880+00:00,2400,164864000,4/5,SF9BW125,868.5,eui-0002fcc23d0b760a,-92,mdot-one,7.8
4100,2019-09-20 02:47:36.059674880+00:00,2400,164864000,4/5,SF9BW125,868.5,eui-7276ff00080e0675,-94,mdot-one,7.8
4101,2019-09-20 02:48:09.318028800+00:00,6929,329728000,4/5,SF10BW125,868.1,eui-0002fcc23d0b760a,-105,mdot-two,8.2
4102,2019-09-20 02:48:09.318028800+00:00,6929,329728000,4/5,SF10BW125,868.1,eui-7276ff00080e0675,-120,mdot-two,3.5
4103,2019-09-20 02:48:27.606889984+00:00,880,164864000,4/5,SF9BW125,868.1,eui-0002fcc23d0b760a,-113,mdot-03,4.0
4104,2019-09-20 02:48:27.606889984+00:00,880,164864000,4/5,SF9BW125,868.1,eui-7276ff00080e0675,-106,mdot-03,9.8
4105,2019-09-20 02:48:38.226840064+00:00,2160,92672000,4/5,SF8BW125,868.3,eui-7276ff00080e0675,-92,mdot-one,10.0
4106,2019-09-20 02:48:38.226840064+00:00,2160,92672000,4/5,SF8BW125,868.3,eui-0002fcc23d0b760a,-93,mdot-one,10.8
4107,2019-09-20 02:49:11.639145984+00:00,6785,164864000,4/5,SF9BW125,868.1,eui-0002fcc23d0b760a,-109,mdot-two,8.8
4108,2019-09-20 02:49:11.639145984+00:00,6785,164864000,4/5,SF9BW125,868.1,eui-7276ff00080e0675,-117,mdot-two,4.0
4109,2019-09-20 02:49:29.768160+00:00,880,92672000,4/5,SF8BW125,868.3,eui-7276ff00080e0675,-102,mdot-03,9.8
4110,2019-09-20 02:49:29.768160+00:00,880,92672000,4/5,SF8BW125,868.3,eui-0002fcc23d0b760a,-109,mdot-03,5.2
4111,2019-09-20 02:49:40.340326144+00:00,2160,46336000,4/5,SF7BW125,868.3,eui-7276ff00080e0675,-92,mdot-one,9.0
4112,2019-09-20 02:49:40.340326144+00:00,2160,46336000,4/5,SF7BW125,868.3,eui-0002fcc23d0b760a,-91,mdot-one,8.8
4113,2019-09-20 02:50:14.283420160+00:00,6945,92672000,4/5,SF8BW125,868.1,eui-7276ff00080e0675,-118,mdot-two,2.5
4114,2019-09-20 02:50:14.283420160+00:00,6945,92672000,4/5,SF8BW125,868.1,eui-0002fcc23d0b760a,-103,mdot-two,8.0
4115,2019-09-20 02:50:31.933912064+00:00,896,46336000,4/5,SF7BW125,868.1,eui-7276ff00080e0675,-104,mdot-03,9.0
4116,2019-09-20 02:50:31.933912064+00:00,896,46336000,4/5,SF7BW125,868.1,eui-0002fcc23d0b760a,-110,mdot-03,4.0
4117,2019-09-20 02:51:16.488038144+00:00,6801,46336000,4/5,SF7BW125,868.1,eui-7276ff00080e0675,-117,mdot-two,3.8
4118,2019-09-20 02:51:16.488038144+00:00,6801,46336000,4/5,SF7BW125,868.1,eui-0002fcc23d0b760a,-105,mdot-two,7.2
4119,2019-09-20 02:51:43.633476096+00:00,2144,1155072000,4/5,SF12BW125,868.5,eui-0002fcc23d0b760a,-101,mdot-one,3.2
4120,2019-09-20 02:51:43.633476096+00:00,2144,1155072000,4/5,SF12BW125,868.5,eui-7276ff00080e0675,-92,mdot-one,4.8
4121,2019-09-20 02:52:35.178145024+00:00,896,1155072000,4/5,SF12BW125,868.1,eui-7276ff00080e0675,-116,mdot-03,3.8
4122,2019-09-20 02:53:20.123966976+00:00,6801,1318912000,4/5,SF12BW125,868.1,eui-0002fcc23d0b760a,-103,mdot-two,7.2
4123,2019-09-20 02:53:20.123966976+00:00,6801,1318912000,4/5,SF12BW125,868.1,eui-7276ff00080e0675,-115,mdot-two,3.2
4124,2019-09-20 02:53:46.182185984+00:00,1712,329728000,4/5,SF10BW125,868.3,eui-7276ff00080e0675,-90,mdot-one,8.8
4125,2019-09-20 02:53:46.182185984+00:00,1712,329728000,4/5,SF10BW125,868.3,eui-0002fcc23d0b760a,-87,mdot-one,7.2
4126,2019-09-20 02:54:37.720793088+00:00,896,329728000,4/5,SF10BW125,868.5,eui-0002fcc23d0b760a,-108,mdot-03,4.2
4127,2019-09-20 02:54:37.720793088+00:00,896,329728000,4/5,SF10BW125,868.5,eui-7276ff00080e0675,-97,mdot-03,6.5
4128,2019-09-20 02:54:48.413389056+00:00,2048,164864000,4/5,SF9BW125,868.5,eui-0002fcc23d0b760a,-94,mdot-one,6.5
4129,2019-09-20 02:55:39.942272+00:00,896,164864000,4/5,SF9BW125,868.3,eui-0002fcc23d0b760a,-111,mdot-03,5.2
4130,2019-09-20 02:55:50.569490944+00:00,2176,92672000,4/5,SF8BW125,868.3,eui-7276ff00080e0675,-91,mdot-one,10.0
4131,2019-09-20 02:55:50.569490944+00:00,2176,92672000,4/5,SF8BW125,868.3,eui-0002fcc23d0b760a,-91,mdot-one,11.0
4132,2019-09-20 02:56:23.013812992+00:00,6801,164864000,4/5,SF9BW125,868.3,eui-0002fcc23d0b760a,-107,mdot-two,9.0
4133,2019-09-20 02:56:23.013812992+00:00,6801,164864000,4/5,SF9BW125,868.3,eui-7276ff00080e0675,-117,mdot-two,5.2
4134,2019-09-20 02:56:42.107436032+00:00,896,92672000,4/5,SF8BW125,868.5,eui-7276ff00080e0675,-102,mdot-03,8.5
4135,2019-09-20 02:56:42.107436032+00:00,896,92672000,4/5,SF8BW125,868.5,eui-0002fcc23d0b760a,-109,mdot-03,4.8
4136,2019-09-20 02:56:52.688265984+00:00,2144,46336000,4/5,SF7BW125,868.1,eui-0002fcc23d0b760a,-92,mdot-one,9.0
4137,2019-09-20 02:56:52.688265984+00:00,2144,46336000,4/5,SF7BW125,868.1,eui-7276ff00080e0675,-93,mdot-one,7.8
4138,2019-09-20 02:57:25.257977856+00:00,6785,92672000,4/5,SF8BW125,868.3,eui-0002fcc23d0b760a,-103,mdot-two,8.8
4139,2019-09-20 02:57:25.257977856+00:00,6785,92672000,4/5,SF8BW125,868.3,eui-7276ff00080e0675,-115,mdot-two,3.0
4140,2019-09-20 02:57:44.222297856+00:00,896,46336000,4/5,SF7BW125,868.1,eui-0002fcc23d0b760a,-109,mdot-03,4.8
4141,2019-09-20 02:57:44.222297856+00:00,896,46336000,4/5,SF7BW125,868.1,eui-7276ff00080e0675,-100,mdot-03,7.5
4142,2019-09-20 02:58:27.471364096+00:00,6785,51456000,4/5,SF7BW125,868.3,eui-7276ff00080e0675,-115,mdot-two,2.8
4143,2019-09-20 02:58:27.471364096+00:00,6785,51456000,4/5,SF7BW125,868.3,eui-0002fcc23d0b760a,-104,mdot-two,8.0
