,time,Data,airtime,coding_rate,data_rate,frequency,gateway,rssi,sensor,snr
1997,2019-09-19 14:09:58.247993856+00:00,1648,329728000,4/5,SF10BW125,868.5,eui-7276ff00080e0675,-86,mdot-one,7.2
1998,2019-09-19 14:10:09.884689920+00:00,7441,1318912000,4/5,SF12BW125,868.3,eui-0002fcc23d0b760a,-115,mdot-two,-14.2
1999,2019-09-19 14:10:09.884689920+00:00,7441,1318912000,4/5,SF12BW125,868.3,eui-7276ff00080e0675,-123,mdot-two,-4.5
2000,2019-09-19 14:11:00.482425088+00:00,1632,164864000,4/5,SF9BW125,868.1,eui-7276ff00080e0675,-93,mdot-one,9.8
2001,2019-09-19 14:11:00.482425088+00:00,1632,164864000,4/5,SF9BW125,868.1,eui-0002fcc23d0b760a,-93,mdot-one,10.2
2002,2019-09-19 14:11:52.142092032+00:00,20565,164864000,4/5,SF9BW125,868.1,eui-7276ff00080e0675,-106,mdot-03,10.5
2003,2019-09-19 14:11:52.142092032+00:00,20565,164864000,4/5,SF9BW125,868.1,eui-0002fcc23d0b760a,-113,mdot-03,3.5
2004,2019-09-19 14:12:02.635927808+00:00,1632,92672000,4/5,SF8BW125,868.3,eui-0002fcc23d0b760a,-91,mdot-one,11.0
2005,2019-09-19 14:12:02.635927808+00:00,1632,92672000,4/5,SF8BW125,868.3,eui-7276ff00080e0675,-89,mdot-one,9.8
2006,2019-09-19 14:12:54.312006912+00:00,20468,92672000,4/5,SF8BW125,868.3,eui-7276ff00080e0675,-100,mdot-03,10.8
2007,2019-09-19 14:12:54.312006912+00:00,20468,92672000,4/5,SF8BW125,868.3,eui-0002fcc23d0b760a,-111,mdot-03,4.0
2008,2019-09-19 14:13:04.761588224+00:00,1648,46336000,4/5,SF7BW125,868.1,eui-0002fcc23d0b760a,-94,mdot-one,8.2
2009,2019-09-19 14:13:04.761588224+00:00,1648,46336000,4/5,SF7BW125,868.1,eui-7276ff00080e0675,-98,mdot-one,9.2
2010,2019-09-19 14:13:12.784351232+00:00,7409,164864000,4/5,SF9BW125,868.1,eui-0002fcc23d0b760a,-118,mdot-two,-7.5
2011,2019-09-19 14:13:12.784351232+00:00,7409,164864000,4/5,SF9BW125,868.1,eui-7276ff00080e0675,-123,mdot-two,-4.8
2012,2019-09-19 14:15:08.057244928+00:00,1648,1155072000,4/5,SF12BW125,868.5,eui-7276ff00080e0675,-100,mdot-one,6.2
2013,2019-09-19 14:15:08.057244928+00:00,1648,1155072000,4/5,SF12BW125,868.5,eui-0002fcc23d0b760a,-101,mdot-one,5.0
2014,2019-09-19 14:15:17.244656128+00:00,7377,51456000,4/5,SF7BW125,868.3,eui-0002fcc23d0b760a,-117,mdot-two,-5.2
2015,2019-09-19 14:15:59.727451136+00:00,20452,1155072000,4/5,SF12BW125,868.3,eui-7276ff00080e0675,-108,mdot-03,5.8
2016,2019-09-19 14:15:59.727451136+00:00,20452,1155072000,4/5,SF12BW125,868.3,eui-0002fcc23d0b760a,-115,mdot-03,4.2
2017,2019-09-19 14:17:10.604377088+00:00,1648,329728000,4/5,SF10BW125,868.1,eui-0002fcc23d0b760a,-88,mdot-one,8.2
2018,2019-09-19 14:17:10.604377088+00:00,1648,329728000,4/5,SF10BW125,868.1,eui-7276ff00080e0675,-94,mdot-one,8.5
2019,2019-09-19 14:18:02.272092160+00:00,20436,329728000,4/5,SF10BW125,868.5,eui-7276ff00080e0675,-100,mdot-03,6.5
2020,2019-09-19 14:18:02.272092160+00:00,20436,329728000,4/5,SF10BW125,868.5,eui-0002fcc23d0b760a,-111,mdot-03,3.5
2021,2019-09-19 14:18:12.816787968+00:00,1632,164864000,4/5,SF9BW125,868.1,eui-0002fcc23d0b760a,-92,mdot-one,10.0
2022,2019-09-19 14:18:12.816787968+00:00,1632,164864000,4/5,SF9BW125,868.1,eui-7276ff00080e0675,-94,mdot-one,9.8
2023,2019-09-19 14:19:04.497368064+00:00,20581,164864000,4/5,SF9BW125,868.5,eui-7276ff00080e0675,-104,mdot-03,8.0
2024,2019-09-19 14:19:04.497368064+00:00,20581,164864000,4/5,SF9BW125,868.5,eui-0002fcc23d0b760a,-111,mdot-03,4.0
2025,2019-09-19 14:19:14.987049984+00:00,1888,92672000,4/5,SF8BW125,868.3,eui-0002fcc23d0b760a,-93,mdot-one,11.2
2026,2019-09-19 14:19:14.987049984+00:00,1888,92672000,4/5,SF8BW125,868.3,eui-7276ff00080e0675,-94,mdot-one,11.5
2027,2019-09-19 14:19:22.481914112+00:00,7409,329728000,4/5,SF10BW125,868.3,eui-7276ff00080e0675,-123,mdot-two,-11.0
2028,2019-09-19 14:19:22.481914112+00:00,7409,329728000,4/5,SF10BW125,868.3,eui-0002fcc23d0b760a,-117,mdot-two,-10.2
2029,2019-09-19 14:20:06.662412800+00:00,20517,92672000,4/5,SF8BW125,868.1,eui-7276ff00080e0675,-99,mdot-03,9.2
2030,2019-09-19 14:20:06.662412800+00:00,20517,92672000,4/5,SF8BW125,868.1,eui-0002fcc23d0b760a,-113,mdot-03,2.8
2031,2019-09-19 14:20:17.104030976+00:00,1648,46336000,4/5,SF7BW125,868.1,eui-7276ff00080e0675,-94,mdot-one,9.5
2032,2019-09-19 14:20:17.104030976+00:00,1648,46336000,4/5,SF7BW125,868.1,eui-0002fcc23d0b760a,-93,mdot-one,9.5
2033,2019-09-19 14:20:24.930955008+00:00,7329,164864000,4/5,SF9BW125,868.5,eui-7276ff00080e0675,-123,mdot-two,-7.2
2034,2019-09-19 14:20:24.930955008+00:00,7329,164864000,4/5,SF9BW125,868.5,eui-0002fcc23d0b760a,-115,mdot-two,-1.8
2035,2019-09-19 14:21:08.781955072+00:00,20677,46336000,4/5,SF7BW125,868.5,eui-0002fcc23d0b760a,-111,mdot-03,2.2
2036,2019-09-19 14:21:08.781955072+00:00,20677,46336000,4/5,SF7BW125,868.5,eui-7276ff00080e0675,-102,mdot-03,7.2
2037,2019-09-19 14:21:27.468427776+00:00,7329,92672000,4/5,SF8BW125,868.1,eui-0002fcc23d0b760a,-116,mdot-two,-4.8
2038,2019-09-19 14:22:20.401570048+00:00,1744,1155072000,4/5,SF12BW125,868.1,eui-0002fcc23d0b760a,-105,mdot-one,5.0
2039,2019-09-19 14:22:20.401570048+00:00,1744,1155072000,4/5,SF12BW125,868.1,eui-7276ff00080e0675,-93,mdot-one,5.8
2040,2019-09-19 14:22:29.669358080+00:00,6193,46336000,4/5,SF7BW125,868.3,eui-7276ff00080e0675,-119,mdot-two,-3.0
2041,2019-09-19 14:23:12.083898112+00:00,20452,1155072000,4/5,SF12BW125,868.1,eui-7276ff00080e0675,-106,mdot-03,6.5
2042,2019-09-19 14:23:12.083898112+00:00,20452,1155072000,4/5,SF12BW125,868.1,eui-0002fcc23d0b760a,-115,mdot-03,4.0
2043,2019-09-19 14:24:22.942770944+00:00,2144,329728000,4/5,SF10BW125,868.3,eui-7276ff00080e0675,-89,mdot-one,11.2
2044,2019-09-19 14:24:22.942770944+00:00,2144,329728000,4/5,SF10BW125,868.3,eui-0002fcc23d0b760a,-88,mdot-one,8.8
2045,2019-09-19 14:25:25.178369024+00:00,1760,164864000,4/5,SF9BW125,868.3,eui-7276ff00080e0675,-92,mdot-one,9.5
2046,2019-09-19 14:25:25.178369024+00:00,1760,164864000,4/5,SF9BW125,868.3,eui-0002fcc23d0b760a,-95,mdot-one,10.5
2047,2019-09-19 14:26:16.859046912+00:00,20468,164864000,4/5,SF9BW125,868.5,eui-0002fcc23d0b760a,-107,mdot-03,4.2
2048,2019-09-19 14:26:16.859046912+00:00,20468,164864000,4/5,SF9BW125,868.5,eui-7276ff00080e0675,-102,mdot-03,7.8
2049,2019-09-19 14:26:27.340336128+00:00,2128,92672000,4/5,SF8BW125,868.1,eui-7276ff00080e0675,-96,mdot-one,11.8
2050,2019-09-19 14:26:27.340336128+00:00,2128,92672000,4/5,SF8BW125,868.1,eui-0002fcc23d0b760a,-93,mdot-one,10.8
2051,2019-09-19 14:27:19.013992192+00:00,20468,92672000,4/5,SF8BW125,868.1,eui-0002fcc23d0b760a,-112,mdot-03,4.0
2052,2019-09-19 14:27:19.013992192+00:00,20468,92672000,4/5,SF8BW125,868.1,eui-7276ff00080e0675,-103,mdot-03,10.8
2053,2019-09-19 14:27:29.449878016+00:00,1760,46336000,4/5,SF7BW125,868.3,eui-7276ff00080e0675,-94,mdot-one,9.0
2054,2019-09-19 14:27:29.449878016+00:00,1760,46336000,4/5,SF7BW125,868.3,eui-0002fcc23d0b760a,-91,mdot-one,9.0
2055,2019-09-19 14:27:35.845477120+00:00,7921,164864000,4/5,SF9BW125,868.5,eui-7276ff00080e0675,-121,mdot-two,-7.8
2056,2019-09-19 14:27:35.845477120+00:00,7921,164864000,4/5,SF9BW125,868.5,eui-0002fcc23d0b760a,-116,mdot-two,-2.8
2057,2019-09-19 14:28:21.138180096+00:00,20436,46336000,4/5,SF7BW125,868.5,eui-0002fcc23d0b760a,-111,mdot-03,0.5
2058,2019-09-19 14:28:21.138180096+00:00,20436,46336000,4/5,SF7BW125,868.5,eui-7276ff00080e0675,-102,mdot-03,7.5
2059,2019-09-19 14:28:38.103822848+00:00,7649,92672000,4/5,SF8BW125,868.5,eui-7276ff00080e0675,-123,mdot-two,-6.2
2060,2019-09-19 14:28:38.103822848+00:00,7649,92672000,4/5,SF8BW125,868.5,eui-0002fcc23d0b760a,-116,mdot-two,-3.2
2061,2019-09-19 14:29:32.761214976+00:00,1632,1155072000,4/5,SF12BW125,868.3,eui-0002fcc23d0b760a,-101,mdot-one,5.5
2062,2019-09-19 14:29:32.761214976+00:00,1632,1155072000,4/5,SF12BW125,868.3,eui-7276ff00080e0675,-96,mdot-one,7.5
2063,2019-09-19 14:30:24.434418944+00:00,20549,1155072000,4/5,SF12BW125,868.1,eui-0002fcc23d0b760a,-118,mdot-03,2.5
2064,2019-09-19 14:30:24.434418944+00:00,20549,1155072000,4/5,SF12BW125,868.1,eui-7276ff00080e0675,-110,mdot-03,5.2
2065,2019-09-19 14:31:35.299257088+00:00,2128,329728000,4/5,SF10BW125,868.5,eui-0002fcc23d0b760a,-88,mdot-one,6.2
2066,2019-09-19 14:31:35.299257088+00:00,2128,329728000,4/5,SF10BW125,868.5,eui-7276ff00080e0675,-92,mdot-one,6.8
2067,2019-09-19 14:31:43.787218176+00:00,7825,1155072000,4/5,SF12BW125,868.5,eui-0002fcc23d0b760a,-115,mdot-two,-0.2
2068,2019-09-19 14:31:43.787218176+00:00,7825,1155072000,4/5,SF12BW125,868.5,eui-7276ff00080e0675,-124,mdot-two,-9.8
2069,2019-09-19 14:32:26.985320192+00:00,27190,329728000,4/5,SF10BW125,868.3,eui-0002fcc23d0b760a,-107,mdot-03,5.0
2070,2019-09-19 14:32:26.985320192+00:00,27190,329728000,4/5,SF10BW125,868.3,eui-7276ff00080e0675,-102,mdot-03,8.5
2071,2019-09-19 14:32:37.519095040+00:00,1648,164864000,4/5,SF9BW125,868.5,eui-7276ff00080e0675,-92,mdot-one,8.0
2072,2019-09-19 14:32:37.519095040+00:00,1648,164864000,4/5,SF9BW125,868.5,eui-0002fcc23d0b760a,-95,mdot-one,7.8
2073,2019-09-19 14:33:29.210066176+00:00,20436,164864000,4/5,SF9BW125,868.1,eui-7276ff00080e0675,-106,mdot-03,9.0
2074,2019-09-19 14:33:29.210066176+00:00,20436,164864000,4/5,SF9BW125,868.1,eui-0002fcc23d0b760a,-112,mdot-03,3.2
2075,2019-09-19 14:33:39.684770048+00:00,1920,92672000,4/5,SF8BW125,868.5,eui-7276ff00080e0675,-91,mdot-one,7.5
2076,2019-09-19 14:33:39.684770048+00:00,1920,92672000,4/5,SF8BW125,868.5,eui-0002fcc23d0b760a,-91,mdot-one,8.5
2077,2019-09-19 14:33:46.688715008+00:00,7937,329728000,4/5,SF10BW125,868.3,eui-0002fcc23d0b760a,-117,mdot-two,-7.8
2078,2019-09-19 14:33:46.688715008+00:00,7937,329728000,4/5,SF10BW125,868.3,eui-7276ff00080e0675,-123,mdot-two,-10.2
2079,2019-09-19 14:34:31.385644032+00:00,20565,92672000,4/5,SF8BW125,868.3,eui-7276ff00080e0675,-100,mdot-03,10.5
2080,2019-09-19 14:34:31.385644032+00:00,20565,92672000,4/5,SF8BW125,868.3,eui-0002fcc23d0b760a,-112,mdot-03,2.0
2081,2019-09-19 14:34:41.803234048+00:00,1776,46336000,4/5,SF7BW125,868.3,eui-0002fcc23d0b760a,-89,mdot-one,8.8
2082,2019-09-19 14:34:41.803234048+00:00,1776,46336000,4/5,SF7BW125,868.3,eui-7276ff00080e0675,-93,mdot-one,8.8
2083,2019-09-19 14:34:49.248361216+00:00,7441,164864000,4/5,SF9BW125,868.1,eui-0002fcc23d0b760a,-118,mdot-two,-10.2
2084,2019-09-19 14:35:33.497071104+00:00,20581,46336000,4/5,SF7BW125,868.1,eui-0002fcc23d0b760a,-113,mdot-03,3.2
2085,2019-09-19 14:35:33.497071104+00:00,20581,46336000,4/5,SF7BW125,868.1,eui-7276ff00080e0675,-102,mdot-03,9.8
2086,2019-09-19 14:35:51.663814144+00:00,7521,92672000,4/5,SF8BW125,868.5,eui-0002fcc23d0b760a,-116,mdot-two,-8.2
2087,2019-09-19 14:36:45.101732096+00:00,2048,1155072000,4/5,SF12BW125,868.1,eui-7276ff00080e0675,-92,mdot-one,5.2
2088,2019-09-19 14:36:45.101732096+00:00,2048,1155072000,4/5,SF12BW125,868.1,eui-0002fcc23d0b760a,-88,mdot-one,4.8
2089,2019-09-19 14:37:37.326267904+00:00,20629,1155072000,4/5,SF12BW125,868.3,eui-7276ff00080e0675,-99,mdot-03,6.2
2090,2019-09-19 14:37:37.326267904+00:00,20629,1155072000,4/5,SF12BW125,868.3,eui-0002fcc23d0b760a,-111,mdot-03,3.0
2091,2019-09-19 14:38:47.640450048+00:00,1632,329728000,4/5,SF10BW125,868.1,eui-7276ff00080e0675,-90,mdot-one,9.5
2092,2019-09-19 14:38:47.640450048+00:00,1632,329728000,4/5,SF10BW125,868.1,eui-0002fcc23d0b760a,-85,mdot-one,9.5
2093,2019-09-19 14:38:57.501142016+00:00,8258,1318912000,4/5,SF12BW125,868.5,eui-0002fcc23d0b760a,-113,mdot-two,3.2
2094,2019-09-19 14:38:57.501142016+00:00,8258,1318912000,4/5,SF12BW125,868.5,eui-7276ff00080e0675,-120,mdot-two,0.0
2095,2019-09-19 14:39:39.342256896+00:00,23765,329728000,4/5,SF10BW125,868.5,eui-0002fcc23d0b760a,-110,mdot-03,2.5
2096,2019-09-19 14:40:41.562406144+00:00,20436,164864000,4/5,SF9BW125,868.5,eui-7276ff00080e0675,-102,mdot-03,8.0
2097,2019-09-19 14:40:41.562406144+00:00,20436,164864000,4/5,SF9BW125,868.5,eui-0002fcc23d0b760a,-107,mdot-03,4.0
2098,2019-09-19 14:40:52.030757888+00:00,1648,92672000,4/5,SF8BW125,868.5,eui-0002fcc23d0b760a,-93,mdot-one,8.2
2099,2019-09-19 14:40:52.030757888+00:00,1648,92672000,4/5,SF8BW125,868.5,eui-7276ff00080e0675,-90,mdot-one,8.0
2100,2019-09-19 14:41:54.155630080+00:00,1632,46336000,4/5,SF7BW125,868.1,eui-0002fcc23d0b760a,-91,mdot-one,9.0
2101,2019-09-19 14:41:54.155630080+00:00,1632,46336000,4/5,SF7BW125,868.1,eui-7276ff00080e0675,-94,mdot-one,9.2
2102,2019-09-19 14:42:00.380932096+00:00,7601,164864000,4/5,SF9BW125,868.5,eui-7276ff00080e0675,-122,mdot-two,-7.5
2103,2019-09-19 14:42:00.380932096+00:00,7601,164864000,4/5,SF9BW125,868.5,eui-0002fcc23d0b760a,-112,mdot-two,3.2
2104,2019-09-19 14:42:45.858248960+00:00,20629,46336000,4/5,SF7BW125,868.1,eui-0002fcc23d0b760a,-113,mdot-03,1.8
2105,2019-09-19 14:42:45.858248960+00:00,20629,46336000,4/5,SF7BW125,868.1,eui-7276ff00080e0675,-101,mdot-03,7.8
2106,2019-09-19 14:43:02.630985984+00:00,7617,92672000,4/5,SF8BW125,868.1,eui-0002fcc23d0b760a,-112,mdot-two,1.5
2107,2019-09-19 14:43:02.630985984+00:00,7617,92672000,4/5,SF8BW125,868.1,eui-7276ff00080e0675,-121,mdot-two,-6.8
2108,2019-09-19 14:44:04.838301952+00:00,7649,51456000,4/5,SF7BW125,868.3,eui-0002fcc23d0b760a,-112,mdot-two,1.8
2109,2019-09-19 14:44:04.838301952+00:00,7649,51456000,4/5,SF7BW125,868.3,eui-7276ff00080e0675,-122,mdot-two,-5.0
2110,2019-09-19 14:44:49.145609984+00:00,20452,1155072000,4/5,SF12BW125,868.5,eui-0002fcc23d0b760a,-110,mdot-03,2.8
2111,2019-09-19 14:44:49.145609984+00:00,20452,1155072000,4/5,SF12BW125,868.5,eui-7276ff00080e0675,-102,mdot-03,5.5
2112,2019-09-19 14:45:59.875313920+00:00,1728,329728000,4/5,SF10BW125,868.1,eui-0002fcc23d0b760a,-91,mdot-one,9.5
2113,2019-09-19 14:45:59.875313920+00:00,1728,329728000,4/5,SF10BW125,868.1,eui-7276ff00080e0675,-92,mdot-one,8.2
2114,2019-09-19 14:46:08.311136+00:00,7697,1155072000,4/5,SF12BW125,868.5,eui-0002fcc23d0b760a,-113,mdot-two,1.8
2115,2019-09-19 14:46:08.311136+00:00,7697,1155072000,4/5,SF12BW125,868.5,eui-7276ff00080e0675,-123,mdot-two,-3.5
2116,2019-09-19 14:46:51.692764160+00:00,20565,329728000,4/5,SF10BW125,868.1,eui-7276ff00080e0675,-103,mdot-03,10.5
2117,2019-09-19 14:46:51.692764160+00:00,20565,329728000,4/5,SF10BW125,868.1,eui-0002fcc23d0b760a,-112,mdot-03,3.2
2118,2019-09-19 14:47:02.105580032+00:00,1632,164864000,4/5,SF9BW125,868.5,eui-0002fcc23d0b760a,-89,mdot-one,8.2
2119,2019-09-19 14:47:02.105580032+00:00,1632,164864000,4/5,SF9BW125,868.5,eui-7276ff00080e0675,-93,mdot-one,7.8
2120,2019-09-19 14:47:53.920342016+00:00,20597,164864000,4/5,SF9BW125,868.3,eui-7276ff00080e0675,-102,mdot-03,10.8
2121,2019-09-19 14:47:53.920342016+00:00,20597,164864000,4/5,SF9BW125,868.3,eui-0002fcc23d0b760a,-110,mdot-03,3.8
2122,2019-09-19 14:48:04.264264960+00:00,1760,92672000,4/5,SF8BW125,868.5,eui-0002fcc23d0b760a,-89,mdot-one,8.5
2123,2019-09-19 14:48:04.264264960+00:00,1760,92672000,4/5,SF8BW125,868.5,eui-7276ff00080e0675,-90,mdot-one,8.2
2124,2019-09-19 14:48:10.914385152+00:00,7745,329728000,4/5,SF10BW125,868.3,eui-7276ff00080e0675,-120,mdot-two,-3.5
2125,2019-09-19 14:48:10.914385152+00:00,7745,329728000,4/5,SF10BW125,868.3,eui-0002fcc23d0b760a,-112,mdot-two,2.5
2126,2019-09-19 14:48:56.091937024+00:00,20549,92672000,4/5,SF8BW125,868.3,eui-0002fcc23d0b760a,-109,mdot-03,5.5
2127,2019-09-19 14:49:13.232614912+00:00,7713,164864000,4/5,SF9BW125,868.5,eui-0002fcc23d0b760a,-112,mdot-two,2.0
2128,2019-09-19 14:49:13.232614912+00:00,7713,164864000,4/5,SF9BW125,868.5,eui-7276ff00080e0675,-123,mdot-two,-7.8
2129,2019-09-19 14:49:58.199881984+00:00,20581,46336000,4/5,SF7BW125,868.5,eui-7276ff00080e0675,-104,mdot-03,6.8
2130,2019-09-19 14:49:58.199881984+00:00,20581,46336000,4/5,SF7BW125,868.5,eui-0002fcc23d0b760a,-111,mdot-03,2.2
2131,2019-09-19 14:50:15.793512192+00:00,7777,92672000,4/5,SF8BW125,868.1,eui-0002fcc23d0b760a,-113,mdot-two,2.0
2132,2019-09-19 14:50:15.793512192+00:00,7777,92672000,4/5,SF8BW125,868.1,eui-7276ff00080e0675,-122,mdot-two,-4.5
2133,2019-09-19 14:51:09.682725888+00:00,1648,1155072000,4/5,SF12BW125,868.3,eui-7276ff00080e0675,-90,mdot-one,8.0
2134,2019-09-19 14:51:09.682725888+00:00,1648,1155072000,4/5,SF12BW125,868.3,eui-0002fcc23d0b760a,-88,mdot-one,5.8
2135,2019-09-19 14:51:18.114505984+00:00,7729,46336000,4/5,SF7BW125,868.3,eui-7276ff00080e0675,-122,mdot-two,-2.8
2136,2019-09-19 14:51:18.114505984+00:00,7729,46336000,4/5,SF7BW125,868.3,eui-0002fcc23d0b760a,-111,mdot-two,2.2
2137,2019-09-19 14:52:01.504160+00:00,25222,1155072000,4/5,SF12BW125,868.3,eui-7276ff00080e0675,-100,mdot-03,5.2
2138,2019-09-19 14:52:01.504160+00:00,25222,1155072000,4/5,SF12BW125,868.3,eui-0002fcc23d0b760a,-111,mdot-03,3.2
2139,2019-09-19 14:53:12.107366144+00:00,1632,329728000,4/5,SF10BW125,868.1,eui-7276ff00080e0675,-91,mdot-one,8.5
2140,2019-09-19 14:53:12.107366144+00:00,1632,329728000,4/5,SF10BW125,868.1,eui-0002fcc23d0b760a,-85,mdot-one,8.5
2141,2019-09-19 14:53:21.633147904+00:00,7825,1318912000,4/5,SF12BW125,868.3,eui-0002fcc23d0b760a,-110,mdot-two,2.8
2142,2019-09-19 14:53:21.633147904+00:00,7825,1318912000,4/5,SF12BW125,868.3,eui-7276ff00080e0675,-122,mdot-two,-2.5
2143,2019-09-19 14:54:04.047348992+00:00,20581,329728000,4/5,SF10BW125,868.3,eui-7276ff00080e0675,-98,mdot-03,10.0
2144,2019-09-19 14:54:04.047348992+00:00,20581,329728000,4/5,SF10BW125,868.3,eui-0002fcc23d0b760a,-110,mdot-03,3.2
2145,2019-09-19 14:54:14.337389824+00:00,1664,164864000,4/5,SF9BW125,868.3,eui-0002fcc23d0b760a,-95,mdot-one,9.8
2146,2019-09-19 14:55:06.277477888+00:00,20581,164864000,4/5,SF9BW125,868.3,eui-0002fcc23d0b760a,-111,mdot-03,4.5
2147,2019-09-19 14:55:06.277477888+00:00,20581,164864000,4/5,SF9BW125,868.3,eui-7276ff00080e0675,-104,mdot-03,11.2
2148,2019-09-19 14:55:16.501415936+00:00,1632,92672000,4/5,SF8BW125,868.1,eui-7276ff00080e0675,-92,mdot-one,10.2
2149,2019-09-19 14:56:08.434177024+00:00,20581,92672000,4/5,SF8BW125,868.3,eui-7276ff00080e0675,-102,mdot-03,11.8
2150,2019-09-19 14:56:08.434177024+00:00,20581,92672000,4/5,SF8BW125,868.3,eui-0002fcc23d0b760a,-111,mdot-03,4.8
2151,2019-09-19 14:56:18.635713024+00:00,1648,46336000,4/5,SF7BW125,868.1,eui-0002fcc23d0b760a,-92,mdot-one,9.0
2152,2019-09-19 14:56:24.589061120+00:00,7825,164864000,4/5,SF9BW125,868.3,eui-0002fcc23d0b760a,-113,mdot-two,3.5
2153,2019-09-19 14:56:24.589061120+00:00,7825,164864000,4/5,SF9BW125,868.3,eui-7276ff00080e0675,-122,mdot-two,-3.0
2154,2019-09-19 14:57:10.554019840+00:00,20693,46336000,4/5,SF7BW125,868.3,eui-0002fcc23d0b760a,-110,mdot-03,4.5
2155,2019-09-19 14:57:10.554019840+00:00,20693,46336000,4/5,SF7BW125,868.3,eui-7276ff00080e0675,-100,mdot-03,8.2
2156,2019-09-19 14:57:26.843298816+00:00,7857,92672000,4/5,SF8BW125,868.3,eui-0002fcc23d0b760a,-111,mdot-two,2.5
2157,2019-09-19 14:57:26.843298816+00:00,7857,92672000,4/5,SF8BW125,868.3,eui-7276ff00080e0675,-121,mdot-two,-7.2
2158,2019-09-19 14:58:21.914685952+00:00,1632,1155072000,4/5,SF12BW125,868.5,eui-7276ff00080e0675,-89,mdot-one,6.5
2159,2019-09-19 14:58:29.054371072+00:00,7777,51456000,4/5,SF7BW125,868.3,eui-7276ff00080e0675,-123,mdot-two,-7.8
2160,2019-09-19 14:58:29.054371072+00:00,7777,51456000,4/5,SF7BW125,868.3,eui-0002fcc23d0b760a,-111,mdot-two,1.5
2161,2019-09-19 14:59:13.852151040+00:00,20436,1155072000,4/5,SF12BW125,868.3,eui-7276ff00080e0675,-106,mdot-03,3.8
2162,2019-09-19 14:59:13.852151040+00:00,20436,1155072000,4/5,SF12BW125,868.3,eui-0002fcc23d0b760a,-113,mdot-03,3.2
2163,2019-09-19 15:00:24.452163072+00:00,1760,329728000,4/5,SF10BW125,868.5,eui-0002fcc23d0b760a,-89,mdot-one,5.8
2164,2019-09-19 15:00:24.452163072+00:00,1760,329728000,4/5,SF10BW125,868.5,eui-7276ff00080e0675,-92,mdot-one,8.0
2165,2019-09-19 15:00:32.521861120+00:00,7809,1155072000,4/5,SF12BW125,868.3,eui-7276ff00080e0675,-122,mdot-two,-5.5
2166,2019-09-19 15:00:32.521861120+00:00,7809,1155072000,4/5,SF12BW125,868.3,eui-0002fcc23d0b760a,-113,mdot-two,2.0
2167,2019-09-19 15:01:16.402356992+00:00,20549,329728000,4/5,SF10BW125,868.1,eui-7276ff00080e0675,-100,mdot-03,8.2
2168,2019-09-19 15:01:16.402356992+00:00,20549,329728000,4/5,SF10BW125,868.1,eui-0002fcc23d0b760a,-112,mdot-03,4.8
2169,2019-09-19 15:01:26.684865024+00:00,2016,164864000,4/5,SF9BW125,868.5,eui-7276ff00080e0675,-93,mdot-one,7.0
2170,2019-09-19 15:01:26.684865024+00:00,2016,164864000,4/5,SF9BW125,868.5,eui-0002fcc23d0b760a,-94,mdot-one,7.8
2171,2019-09-19 15:02:18.625273088+00:00,21221,164864000,4/5,SF9BW125,868.5,eui-0002fcc23d0b760a,-112,mdot-03,2.8
2172,2019-09-19 15:02:18.625273088+00:00,21221,164864000,4/5,SF9BW125,868.5,eui-7276ff00080e0675,-100,mdot-03,8.8
2173,2019-09-19 15:02:28.842670848+00:00,1648,92672000,4/5,SF8BW125,868.5,eui-7276ff00080e0675,-91,mdot-one,7.5
2174,2019-09-19 15:02:28.842670848+00:00,1648,92672000,4/5,SF8BW125,868.5,eui-0002fcc23d0b760a,-91,mdot-one,8.2
2175,2019-09-19 15:02:35.123953152+00:00,7841,329728000,4/5,SF10BW125,868.3,eui-7276ff00080e0675,-121,mdot-two,-3.2
2176,2019-09-19 15:02:35.123953152+00:00,7841,329728000,4/5,SF10BW125,868.3,eui-0002fcc23d0b760a,-111,mdot-two,2.0
2177,2019-09-19 15:03:20.873563136+00:00,20597,92672000,4/5,SF8BW125,868.5,eui-0002fcc23d0b760a,-110,mdot-03,3.5
2178,2019-09-19 15:03:20.873563136+00:00,20597,92672000,4/5,SF8BW125,868.5,eui-7276ff00080e0675,-100,mdot-03,7.8
2179,2019-09-19 15:03:30.971055104+00:00,1776,46336000,4/5,SF7BW125,868.3,eui-0002fcc23d0b760a,-89,mdot-one,9.2
2180,2019-09-19 15:03:30.971055104+00:00,1776,46336000,4/5,SF7BW125,868.3,eui-7276ff00080e0675,-92,mdot-one,9.5
2181,2019-09-19 15:03:37.435251968+00:00,7841,164864000,4/5,SF9BW125,868.5,eui-7276ff00080e0675,-123,mdot-two,-8.2
2182,2019-09-19 15:03:37.435251968+00:00,7841,164864000,4/5,SF9BW125,868.5,eui-0002fcc23d0b760a,-112,mdot-two,2.2
2183,2019-09-19 15:04:22.909668096+00:00,20597,46336000,4/5,SF7BW125,868.3,eui-7276ff00080e0675,-102,mdot-03,8.8
2184,2019-09-19 15:04:22.909668096+00:00,20597,46336000,4/5,SF7BW125,868.3,eui-0002fcc23d0b760a,-108,mdot-03,4.8
2185,2019-09-19 15:04:39.995979008+00:00,7873,92672000,4/5,SF8BW125,868.3,eui-0002fcc23d0b760a,-112,mdot-two,2.0
2186,2019-09-19 15:04:39.995979008+00:00,7873,92672000,4/5,SF8BW125,868.3,eui-7276ff00080e0675,-123,mdot-two,-7.5
